         CRIM     ZN  INDUS  CHAS     NOX     RM   AGE      DIS   RAD    TAX  PTRARIO       B  LSTAT    PRICE
683  1.950623    7.0   2.91   1.0  0.1416  6.462  22.4  11.6701  18.0  339.0     24.5   85.59   9.45   130.48
684  0.555361   89.0   3.99   1.0  0.6914  7.051  27.7   8.4093   9.0  220.0     23.3   73.10   6.91   219.20
685  0.987654   29.0   5.35   0.0  0.6133  7.981  32.8   5.1300  20.0  296.0     18.6   31.97  22.37   196.88
686  1.015299   70.0  18.36   0.0  0.4758  5.935  18.0   6.2955  17.0  212.0     10.0  376.44  14.86   100.72
687  0.764805   27.0  11.39   0.0  0.1909  6.066  56.7   6.1749   3.0  474.0     24.5   69.52  21.13    71.07
688  1.865984    7.0  18.78   1.0  0.6365  5.264  49.4   8.1391  24.0  397.0     21.4  359.54   3.00   245.77
689  1.508422   44.0  10.04   0.0  0.8818  5.974  62.6  12.8423  22.0  391.0     20.9  334.26  17.15   350.50
690  0.108858   69.0  15.42   0.0  0.3068  6.034  88.5   5.0369  16.0  357.0     20.0   30.73  13.76    74.49
691  0.170236   72.0   6.28   1.0  0.5309  5.013  16.3   5.3625  14.0  404.0     21.1  313.08  20.19    90.72
692  0.416699   83.0   2.43   0.0  0.9805  5.411  51.8  10.4907   6.0  478.0     14.3   32.27  12.76   307.10
693  0.347447   15.0  20.28   0.0  0.9157  6.802  15.7   3.5782  14.0  390.0     22.7   51.62  21.71   556.05
694  0.238480   98.0   1.79   1.0  0.2320  6.799  61.5   0.6741  10.0  311.0     23.4  303.66   5.61    80.68
695  1.814200   27.0   6.51   1.0  0.1708  5.925  79.3  11.0866  14.0  240.0     11.4   96.41  14.55   111.86
696  2.288862   34.0  12.94   1.0  0.8850  6.681  12.2  11.3427   9.0  418.0     15.6   78.75  12.15   482.91
697  0.247709   16.0  17.81   0.0  0.6130  6.076  77.3  10.0769   3.0  248.0     25.0   74.80  29.34   136.00
698  0.794695   88.0  20.24   1.0  0.6552  7.108  29.1   0.3376  18.0  498.0     16.5  389.80  11.63   157.82
699  0.475191   35.0   8.07   0.0  0.6886  5.660  24.9  10.8349  21.0  286.0     24.0   36.40  10.16   165.76
700  0.139346   18.0  10.32   1.0  0.9271  5.397  11.8  12.0933   7.0  467.0     21.6    3.86   3.84   265.60
701  0.227748   90.0  20.41   0.0  0.6089  5.393  49.7   2.5309  19.0  333.0     20.5   83.39  26.97    73.18
702  0.239206   87.0  24.84   1.0  0.4771  5.639  27.7   8.2234  15.0  382.0     17.2  382.81  11.68   132.05
703  0.296075   37.0  17.80   1.0  0.8300  7.851   3.7  12.0961  22.0  324.0     22.8  346.23  27.92   811.47
704  0.160875   26.0  19.96   1.0  0.3057  7.086  43.5   5.8394  20.0  437.0     11.5    2.69   6.31    74.61
705  0.141645   39.0  11.58   0.0  0.6658  7.309  34.4   7.1828   6.0  267.0     22.2   71.38  10.28   204.67
706  0.252728   63.0   5.50   1.0  0.1798  7.960  35.5   0.7990  14.0  255.0     14.2  309.02   7.07    66.29
707  0.070602   22.0  20.27   0.0  0.0522  5.330  54.3   6.4784  16.0  437.0     12.8   43.64  25.27    74.84
708  1.817782   45.0  24.64   1.0  0.1614  5.037   5.2  10.6869  17.0  380.0     11.5  345.17  24.65   116.71
709  0.613440   73.0   9.85   1.0  0.7330  5.077  87.5   6.9170  11.0  296.0     13.5  320.64  24.25   127.00
710  2.926203   40.0   0.65   1.0  0.8175  6.539  15.4   5.2894  14.0  221.0     21.2  352.07  15.97   287.72
711  0.129326    3.0  18.14   1.0  0.9139  5.528  73.4  11.5893  20.0  447.0     19.8  365.21  23.24   298.86
712  2.423473   67.0  17.06   1.0  0.0579  7.503  63.8   1.3473  11.0  456.0     20.6   82.54  14.51    35.01
713  0.780489   87.0  15.11   0.0  0.1384  6.968  37.6   7.1762  11.0  362.0     11.3  359.68  13.78    99.66
714  0.402105   73.0   1.00   1.0  0.0230  5.400  69.2   5.3412  18.0  495.0     19.7   26.45  21.24    71.91
715  1.647916   17.0  20.12   0.0  0.6745  6.116  32.6   7.1817  24.0  264.0     18.4  374.72  25.12   157.27
716  0.438959   57.0  18.94   0.0  0.4369  6.356  51.1   1.4459  23.0  228.0     18.9  366.16  29.64    63.97
717  1.625330   95.0  16.41   0.0  0.4583  6.565  96.3   7.5522  19.0  418.0     11.1   50.49  24.75   107.50
718  0.499938   41.0   9.78   1.0  0.2841  5.249  16.3   3.2277  16.0  367.0     10.7  312.14   8.76    76.61
719  0.617513   59.0   7.61   1.0  0.4932  5.530   2.8  11.5697  14.0  424.0     14.1  372.65  17.03   147.14
720  0.870824   97.0   4.16   1.0  0.9292  6.325  60.9  10.3023  24.0  428.0     17.3   26.00   5.19   476.20
721  2.826543   95.0  25.94   0.0  0.1802  5.116  44.8   5.8178  14.0  251.0     23.1  362.71  18.14    87.84
722  0.068352   89.0  17.86   0.0  0.5564  7.100  58.3   4.1182  14.0  229.0     14.6   52.49   7.40   106.68
723  2.920905   47.0  13.31   0.0  0.0307  6.660  51.9  12.3300  17.0  253.0     24.4   74.49  18.40   127.13
724  0.257963   97.0  16.12   1.0  0.5979  6.642   1.5   0.9450  18.0  482.0     11.1    3.23   7.63    70.97
725  0.324367   24.0  18.79   0.0  0.5327  6.064  81.9  11.3052   7.0  438.0     24.9  314.44   8.42   178.29
726  0.770407   56.0  21.90   0.0  0.3830  7.972  42.6   8.6976  11.0  369.0     12.1  317.29  21.42   120.97
727  0.150862   10.0  20.87   0.0  0.6858  5.135  30.7   9.5897   9.0  363.0     21.9  392.32   9.57   168.67
728  0.537212   94.0   9.84   1.0  0.5648  5.866  60.7  12.3141   2.0  285.0     21.7   28.33   6.72   140.55
729  0.663868   23.0   3.13   1.0  0.1801  6.471  67.6   4.5205  16.0  311.0     15.1  398.67  27.94    71.90
730  0.626345   69.0  20.31   1.0  0.2673  5.558  41.9   5.2636   9.0  307.0     24.1  376.84  16.95    83.64
731  0.103088   33.0  21.30   0.0  0.1892  6.740  62.1   2.0426   9.0  466.0     13.6  397.95   4.00   133.48
732  0.504182   39.0   6.45   0.0  0.4135  6.682  48.0  11.0882  22.0  400.0     16.0   13.75   5.81   134.54
733  0.007170   22.0   3.79   1.0  0.4720  7.423  13.3  11.4845   2.0  237.0     12.2   54.35  20.14   129.35
734  0.648129  100.0  24.95   0.0  0.8609  5.977  80.8  10.8618  24.0  495.0     23.9   95.84   6.08   317.65
735  0.228543   50.0  23.73   0.0  0.6617  6.756   5.5   6.8199  15.0  217.0     18.5   22.44  18.24   154.67
736  0.119207   52.0  22.02   0.0  0.0818  5.277  82.6   2.0612  11.0  315.0     20.5  376.59   6.92    91.72
737  1.313129   69.0   2.04   1.0  0.6561  7.126  55.6   9.1641  10.0  286.0     21.5  365.11  12.64   226.11
738  2.054078   24.0  22.08   1.0  0.5270  5.041  85.4   5.9657   2.0  305.0     10.3   84.76   8.80    83.06
739  0.383290   77.0   3.07   0.0  0.7888  5.127  54.3   4.4113  14.0  281.0     14.8   95.74  25.42   111.78
740  0.644790   76.0  18.40   0.0  0.5922  5.500  54.3   8.2828  13.0  250.0     12.6   15.63  12.76   106.44
741  0.985722   81.0  11.42   1.0  0.9797  5.123   9.2   7.2476   2.0  462.0     10.0   89.98  11.14   226.21
742  0.224493    3.0  13.35   1.0  0.8777  6.049  23.2  12.8899   0.0  264.0     13.8   15.05  16.82   309.91
743  1.677938   18.0   4.33   0.0  0.8334  7.560  74.6   6.6447  10.0  478.0     16.4   64.65  12.74   624.44
744  0.401188   70.0  20.35   1.0  0.7631  7.089  91.5   1.3463  21.0  449.0     10.0  333.84   5.60   313.69
745  0.715957   96.0  15.82   0.0  0.3353  5.443  60.2   3.1006  24.0  262.0     20.7  348.13  14.39    83.02
746  1.909643   40.0  17.96   0.0  0.1260  7.561   2.6  11.5881  20.0  341.0     24.7   49.01  11.98   126.02
747  0.541494   61.0  13.59   0.0  0.8561  6.631   8.2   3.9736   7.0  356.0     20.1   42.29  15.38   336.12
748  1.131583   47.0   7.62   0.0  0.8708  7.058  33.4   0.1327  11.0  388.0     24.6  391.44   2.39   647.41
749  0.854826   37.0  17.16   0.0  0.0289  7.876  22.4   1.0880  19.0  349.0     21.9  335.70  17.66    50.02
750  0.904448   67.0  16.82   0.0  0.6901  5.896  77.3   5.9848   1.0  467.0     22.1  340.89   2.45   260.35
751  0.270988    1.0  20.35   1.0  0.4712  7.548  99.7   2.6328  14.0  367.0     19.0  327.48  18.55    96.87
752  0.923901   17.0  12.79   1.0  0.5772  5.636  72.0   1.2055   9.0  477.0     12.0  313.35  10.81    77.89
753  0.330244   64.0   0.78   0.0  0.1530  5.303  77.2   0.0870  14.0  427.0     20.3   20.76   7.06    26.52
754  1.460295    6.0  14.85   1.0  0.3802  5.246  32.1   7.3788  23.0  255.0     10.3  329.60  18.05    98.17
755  0.753521   87.0   8.35   0.0  0.3083  5.898  99.8   7.9057  14.0  242.0     10.4  358.09  16.35   107.72
756  0.111167   43.0   4.57   1.0  0.0952  5.262  29.5  12.6671  11.0  485.0     21.2  322.57  27.02   139.37
757  1.312540   18.0   4.99   0.0  0.4172  5.237  51.5   8.4497  16.0  309.0     18.7   89.34  12.12   104.77
758  2.465942   70.0   3.04   1.0  0.2484  5.974  53.6   8.6855   4.0  348.0     15.1   63.67  10.51    91.92
759  1.242935   49.0   8.87   0.0  0.7619  6.581  84.8   5.1812  11.0  363.0     18.9  382.82  24.72   228.21
760  1.421823   83.0   1.68   0.0  0.3783  7.938  32.7   7.1295   0.0  354.0     16.4   46.17  24.57    86.65
761  0.841784   35.0   4.31   1.0  0.2024  6.536  45.0   2.1532  11.0  264.0     17.0  394.71  11.10    69.15
762  0.106186    5.0   2.84   1.0  0.8418  5.320  74.8   1.6601  13.0  401.0     12.4   63.36  27.86   119.77
763  0.369879   86.0  13.71   0.0  0.3303  5.832   1.7  10.0067   8.0  214.0     16.8  375.14  26.26   105.38
764  0.698154   56.0  20.56   1.0  0.5542  6.647  32.8   9.7336  17.0  339.0     11.9   94.65  28.36   137.22
765  0.872086   60.0  13.38   1.0  0.1009  6.777  96.0   6.1457  24.0  297.0     17.0   65.41  29.23    81.39
766  0.930864   10.0  22.63   1.0  0.0054  5.891  59.7   6.3371   2.0  263.0     17.0   17.77  14.20    60.70
767  0.678406   99.0  19.27   1.0  0.1494  5.883  86.1   7.5777   8.0  497.0     24.6  393.93  26.59   102.05
768  0.537639   21.0  20.25   0.0  0.2697  5.449   3.3  12.0517  13.0  365.0     10.5  327.99  16.79   133.50
769  0.842371   66.0  19.35   0.0  0.6193  5.051  81.1   1.2925  20.0  426.0     24.9   44.08  15.56    66.80
770  0.369400   89.0  25.32   0.0  0.1840  7.486   9.3   4.6010  23.0  291.0     14.8   29.06  29.32    58.72
771  0.153710   95.0  20.23   0.0  0.4151  7.068  38.5   3.1560   0.0  494.0     14.6  314.84  20.69    67.11
772  1.218932   12.0  25.75   1.0  0.9129  6.565  65.3   8.1841  10.0  455.0     16.5  369.76  24.72   502.16
773  0.944617   28.0  11.37   1.0  0.0119  6.959  43.1   6.7252  18.0  307.0     23.2  358.89  21.06    95.38
774  0.962843   51.0  21.96   0.0  0.5228  6.375   1.1   2.5273  16.0  397.0     17.8  311.19  21.91    77.01
775  0.333998   13.0  19.40   1.0  0.7470  6.924  47.1  10.9208  17.0  434.0     15.1   65.10   4.85   301.54
776  1.132580   66.0   9.44   0.0  0.5422  5.474  75.2   0.5827  14.0  277.0     23.0   46.70  11.64    50.11
777  0.195662   89.0   4.92   1.0  0.9144  5.735  60.1   7.1637   1.0  486.0     16.4  342.35  22.95   275.90
778  2.698917   89.0  23.40   0.0  0.1917  6.551  37.4  12.7929  22.0  308.0     20.1   12.32  14.91   133.23
779  0.568802   42.0   7.85   1.0  0.2733  5.193  54.4   5.2655  14.0  425.0     17.6  324.82  25.76    78.69
780  0.463856   88.0   8.73   1.0  0.9997  5.982   6.7   6.4546  23.0  334.0     17.8    7.05  14.55   468.85
781  0.848818   61.0   3.53   1.0  0.0761  7.233  71.0   4.1373   1.0  494.0     16.2   72.68  17.13    50.84
782  0.531330   78.0   3.03   0.0  0.7284  6.626  50.4   2.5541   1.0  333.0     18.3   78.89  13.15   158.96
783  0.067409   53.0  24.05   1.0  0.4278  6.601  54.0   3.8586  16.0  396.0     24.1  375.07  26.16    86.37
784  0.105027   92.0  21.96   1.0  0.5410  7.121  37.1  11.7380  19.0  352.0     10.6  344.20   8.34   200.32
785  0.190130    0.0   8.27   1.0  0.7235  5.624   8.7   0.7672   0.0  309.0     14.2  378.43   6.41   126.90
786  0.562861   24.0   9.07   1.0  0.3374  6.264   0.8   7.5870   9.0  356.0     22.5  386.55   7.35   134.02
787  0.088426   88.0   3.31   0.0  0.0973  7.292   8.6   0.0615   5.0  411.0     19.1   78.66  17.02    13.03
788  0.643933    1.0  21.22   0.0  0.8603  7.697  47.9   0.8943  22.0  484.0     20.8   46.91  26.15   785.50
789  1.154993   32.0  22.95   0.0  0.6390  6.232  54.5   6.9952  17.0  444.0     15.4  379.17   6.33   192.42
790  0.140747   43.0  11.76   1.0  0.8232  6.787  90.7  10.5776  23.0  368.0     11.6   55.07  13.57   382.17
791  0.159691   96.0  23.21   0.0  0.6974  6.145  70.7   9.2487  24.0  374.0     19.6  385.47   5.45   250.09
792  0.862193   61.0   6.93   0.0  0.3226  7.523  19.6   3.8742  11.0  353.0     22.8   65.69  25.65    60.09
793  2.192526   94.0  13.88   0.0  0.9128  7.534  78.2  10.2877   0.0  289.0     14.3   67.75   3.91  1079.99
794  0.231165    0.0  14.29   1.0  0.7936  6.218  61.7  12.7982  13.0  422.0     22.8   73.25  15.28   276.57
795  0.953126   67.0  11.55   0.0  0.0280  7.540   5.5   1.6534  24.0  461.0     22.9  373.06  16.33    63.15
796  2.168210   12.0   9.80   0.0  0.9249  7.610  65.6  10.8663  10.0  447.0     13.3  341.57  16.23  1269.37
797  0.133346   29.0   0.40   0.0  0.6972  6.771  27.6   1.5571   5.0  258.0     19.9   66.20  28.55   134.95
798  0.340716   55.0   0.89   1.0  0.2869  5.338  28.8  10.3583   0.0  343.0     22.4  392.57   6.56   154.88
799  2.272497   97.0  13.17   1.0  0.1863  7.722   0.5   0.2586  11.0  457.0     13.3   30.70   6.45    17.58
800  0.864495   35.0  24.76   1.0  0.1323  5.893  12.6   1.7930  23.0  340.0     18.3   72.38  16.97    40.47
801  0.121395   90.0   3.26   0.0  0.7776  5.313  58.4   1.6152   0.0  394.0     12.6  315.07   4.80   148.67
802  0.874255   52.0  20.47   1.0  0.2299  5.838  71.3   6.6510  17.0  206.0     18.6  334.78  26.41    88.18
803  0.847161   86.0  23.37   0.0  0.5925  7.924  43.7   7.8128   9.0  243.0     18.7   83.72  19.45   187.99
804  1.156591   51.0  15.09   0.0  0.9035  6.741  18.9  12.1159  23.0  357.0     23.8    3.16  14.85   570.28
805  0.799408   15.0   8.27   0.0  0.5234  6.732  25.9   7.4959   4.0  307.0     13.9   75.76  17.05   106.23
806  0.833471   69.0  13.89   0.0  0.8629  5.876  81.5   3.2858  16.0  289.0     21.1   52.88   7.24   216.62
807  0.263169   67.0   9.56   1.0  0.1951  7.746  13.2   9.9892   1.0  286.0     12.3   50.77   3.08   104.55
808  1.538880   82.0   7.04   1.0  0.2526  6.972  59.7   8.5684   4.0  400.0     24.6   20.95  14.98    91.60
809  0.734890   67.0  14.84   0.0  0.7225  5.628  70.6   4.1528  20.0  438.0     10.7   55.91  18.42   114.79
810  0.906629   85.0  13.42   1.0  0.9241  5.644   2.9   4.9610  24.0  472.0     13.6    3.26  14.07   243.23
811  0.658635   24.0  16.37   1.0  0.0122  5.481  16.2   5.2305   8.0  261.0     23.9  313.66  25.79    64.85
812  1.299001   88.0  12.90   0.0  0.9311  5.214  92.9   5.9580  16.0  318.0     20.6  348.05  12.30   230.20
813  0.053030   70.0   9.49   1.0  0.9657  5.268  79.0   6.9917   7.0  258.0     14.8  349.44   4.65   306.30
814  0.797982   53.0  22.67   0.0  0.6587  6.934   8.7   2.6750   9.0  402.0     19.0  318.94  28.03   139.82
815  0.256012   41.0  11.20   0.0  0.9388  7.139  79.3   5.2579  16.0  413.0     16.6  391.88  28.60   893.49
816  1.555938   84.0  14.66   0.0  0.9190  7.640  82.0  10.2214  24.0  381.0     14.9   43.22  18.01  1234.24
817  0.820725   89.0   6.16   1.0  0.1583  5.805  52.2   4.3011  22.0  324.0     21.6  312.34  29.18    74.26
818  0.272731   13.0   7.80   0.0  0.1200  6.702  62.0   6.8436   7.0  425.0     24.6   43.73   7.93    81.87
819  0.736168    6.0  17.75   1.0  0.9028  5.164  43.6   9.0942  15.0  400.0     24.9  354.58   4.57   282.79
820  0.105065   11.0   3.83   0.0  0.8028  6.891  16.6   2.1891   4.0  408.0     17.2  311.88   5.61   332.77
821  1.481394   47.0  16.00   0.0  0.3844  6.229   4.1   0.1202  16.0  430.0     19.4   23.71  29.79    27.15
822  1.675722   58.0  25.51   1.0  0.3219  7.088  70.0   8.8412   1.0  426.0     18.9  341.31  11.72   124.22
823  2.822892   65.0  17.30   0.0  0.4130  6.018   7.8  11.0712   1.0  476.0     20.3   92.92  21.59   117.38
824  0.561081   15.0  20.77   0.0  0.2319  6.555  66.7  11.0931  10.0  259.0     11.2  319.97  24.86   118.74
825  0.199435   19.0   3.78   0.0  0.4466  5.738  85.9   1.1709   0.0  431.0     23.7  303.41  12.20    57.67
826  2.312601   26.0   1.30   0.0  0.7607  6.716  86.1   6.9514  21.0  243.0     16.4  378.95  24.48   259.94
827  0.811972   31.0  18.73   1.0  0.3861  7.482   2.6   4.0446   4.0  229.0     20.9  310.87  15.49    73.90
828  0.299965   15.0  17.25   0.0  0.6451  6.025   2.5   9.9073   6.0  338.0     21.0  337.51  15.00   160.97
829  0.510364   85.0  15.30   1.0  0.9080  6.079  22.6   0.9258   2.0  245.0     17.0   95.56  20.01   266.27
830  1.486475    4.0  15.70   0.0  0.2860  5.996  88.2   6.5210   8.0  417.0     22.2  350.74   8.02   122.97
831  0.847376    9.0  20.56   0.0  0.7723  7.504  46.4  12.0123   2.0  411.0     17.7  393.97  27.30   454.70
832  0.646300   77.0  19.66   0.0  0.2186  6.063  56.5   5.8426  18.0  354.0     22.1   31.53  21.60    77.91
833  0.269921   19.0  19.11   0.0  0.9175  7.401   3.4   9.6236  14.0  331.0     14.4  331.53  20.46   995.78
834  0.059756   47.0  22.69   1.0  0.1952  5.577  61.1  10.1283  22.0  340.0     11.8   81.13   6.39   117.96
835  2.017478   81.0   2.17   1.0  0.8214  7.988  98.4  12.1495  15.0  434.0     19.6   89.60  24.12   840.31
836  0.106494   89.0  20.24   1.0  0.9670  7.554   3.3  12.8272   3.0  312.0     21.8  335.79   9.00  1634.91
837  1.813258   77.0  18.97   1.0  0.7294  6.233  53.0   8.3987  19.0  383.0     13.7    2.71  29.06   183.33
838  0.113080    2.0   5.27   1.0  0.1023  7.813  31.4   7.8836   1.0  316.0     19.4  372.20  22.12    88.52
839  0.637414   81.0   9.01   0.0  0.8534  5.783  67.0   6.6678   7.0  337.0     21.7  348.53  22.22   224.80
840  2.733062   65.0   3.32   1.0  0.6064  5.225  75.7   5.1042  23.0  258.0     22.7  388.46   8.93   138.06
841  0.755410   97.0  10.20   1.0  0.0684  7.450  97.6   5.5274  15.0  411.0     15.7   75.22  11.00    76.14
842  1.163263   94.0  10.44   1.0  0.6934  6.962  76.1   5.7624  11.0  481.0     21.6    9.16  17.34   194.98
843  0.538251   82.0   5.26   0.0  0.1915  6.101  98.0  11.7325  15.0  480.0     15.5  332.03   5.04   194.08
844  0.645013   56.0  14.65   0.0  0.9532  5.614  57.9  11.6203  18.0  332.0     11.1  389.03  12.74   353.86
845  0.583968   93.0   1.17   1.0  0.4984  7.922  34.6   2.2827  20.0  487.0     10.0  365.67  15.90   107.51
846  0.589154   22.0  21.39   1.0  0.4898  6.558  61.3   8.2448   4.0  407.0     11.7  333.12   3.25   207.35
847  0.131781   52.0  24.17   1.0  0.1616  5.921   0.6  12.6137  11.0  203.0     22.6    9.20  29.47   110.19
848  0.001514   18.0  22.95   1.0  0.4053  7.386  88.0   0.2425  24.0  368.0     19.1    0.60  19.98    50.36
849  0.945171    0.0  10.60   1.0  0.7696  5.976  68.7   0.7880   9.0  419.0     21.7  330.11  29.17   142.34
850  0.450200   79.0  21.26   1.0  0.8877  5.140  24.3   2.8037   5.0  440.0     10.9  380.01   4.22   216.10
851  0.173681   50.0  20.75   1.0  0.9056  6.947  79.2   7.5078   8.0  347.0     20.1  302.20  18.84   634.73
852  0.958842   76.0   6.42   1.0  0.8978  5.606  48.4   9.7552  20.0  226.0     23.4   37.87   7.30   260.13
853  0.115510    1.0   6.24   1.0  0.4605  7.918  28.1   7.8595  15.0  389.0     21.8   41.86  29.75   124.32
854  2.776696   89.0  18.94   1.0  0.0461  5.049  19.6  11.9992  21.0  366.0     12.3  345.26  29.68   127.85
855  0.973972    1.0  22.30   0.0  0.4537  5.299  81.5   3.8389   5.0  491.0     14.4  327.35   4.99   123.85
856  2.781769   87.0  10.89   1.0  0.7870  7.377  77.0   0.7201   4.0  449.0     10.6  341.68   7.46   394.60
857  0.257484   99.0   8.85   1.0  0.8710  7.011  95.5   2.0615   4.0  284.0     15.2   36.70  16.80   480.74
858  0.424446   43.0   0.19   1.0  0.7419  7.435  79.4   6.5129  13.0  291.0     10.7    1.58  12.92   316.56
859  0.692505   17.0  16.96   1.0  0.0883  7.907  43.7   3.6483  24.0  500.0     21.1   66.07  26.09    62.82
860  0.042751   41.0  14.07   1.0  0.5580  5.149  30.7   2.0973  12.0  286.0     14.6   70.62   5.14    59.47
861  0.025535   74.0  17.86   0.0  0.9276  6.554  25.3   9.7428  24.0  494.0     21.6   50.01  23.54   551.24
862  2.073358   81.0  18.06   1.0  0.7829  5.016  52.8   3.0500  17.0  471.0     18.1  360.06  18.62   116.06
863  0.906357   55.0  15.58   1.0  0.9147  7.677  66.8   0.5557  15.0  287.0     20.6  320.30  16.08  1166.11
864  0.878770   44.0   5.69   0.0  0.0114  6.428  54.9   2.0799  18.0  463.0     10.2  374.80   8.57    77.35
865  1.578267   74.0  20.00   0.0  0.2283  5.314  22.0   3.1721   6.0  339.0     21.8  329.69  26.09    51.31
866  1.177351   28.0  16.48   0.0  0.1110  7.690  48.1   6.0813   8.0  330.0     12.4  369.69   9.02   104.20
867  0.329464   72.0   3.23   0.0  0.9410  7.254  58.1   5.0374  11.0  245.0     16.8   89.94  19.43   980.63
868  2.604913   69.0  23.27   0.0  0.7109  6.515  16.5   1.6062  15.0  414.0     16.6  362.44   9.92   166.17
869  2.399984   38.0   6.75   0.0  0.9750  7.446   9.2  12.2299   3.0  352.0     19.7   28.07  19.04  1531.40
870  0.173414    8.0   2.01   0.0  0.8149  5.198  44.6   1.2262  19.0  467.0     20.4  310.45   8.47   138.26
871  0.468159   66.0   8.70   0.0  0.6755  7.819  66.6   0.3509   5.0  234.0     21.3  330.52   7.45   255.94
872  0.158228    8.0   6.03   1.0  0.1115  7.832  91.0   7.1142  18.0  457.0     22.7  301.49   5.79   143.57
873  2.573599   29.0   1.19   0.0  0.7720  7.010  36.9   9.2769  13.0  391.0     18.7  344.24   4.68   392.23
874  0.903251   56.0  17.76   1.0  0.9023  6.272  14.6   4.7319   2.0  426.0     20.5  386.42  29.54   345.40
875  0.141315   41.0   4.23   0.0  0.6706  5.703  64.8   2.4051   5.0  384.0     17.4  302.99  16.03    96.46
876  1.364908   55.0   6.60   0.0  0.6895  5.461  98.1   9.9050   1.0  226.0     20.1   15.56   7.73   134.32
877  0.232617   80.0  12.30   0.0  0.6769  5.665   6.9  12.8170   5.0  384.0     12.2   30.34  12.78   162.92
878  0.537532   46.0  15.15   1.0  0.8815  6.208  58.3   3.6663  20.0  245.0     14.6   28.89  25.43   287.13
879  0.714383   13.0  24.49   0.0  0.3738  7.161  34.3  12.0619  24.0  423.0     15.7   34.84   2.53   153.73
880  0.182375   84.0  25.24   1.0  0.9652  7.013  16.3   1.3937   2.0  236.0     16.9  308.06   7.57   926.08
881  0.562728   47.0  19.38   0.0  0.5366  7.863  68.8   2.8824  11.0  499.0     10.6  366.69  29.23   119.09
882  0.599388   67.0  14.07   1.0  0.8926  5.560  96.4   6.9577   5.0  319.0     24.7  357.18  19.96   234.45
883  0.638628    1.0   3.00   1.0  0.4721  6.681  10.0  11.6235  20.0  215.0     22.7  396.97  26.03   149.13
884  0.955687   39.0   9.18   1.0  0.1034  6.642  61.0  11.4850   8.0  304.0     14.8   26.70   5.24   112.93
885  0.233375    2.0   0.60   1.0  0.4741  6.030  86.7   3.6973   4.0  228.0     20.2   21.06  26.37    59.82
886  0.595344   61.0  10.46   0.0  0.9223  6.375  11.0   7.0882  19.0  372.0     19.4  307.23  28.45   446.48
887  0.578841   42.0  14.58   0.0  0.8516  6.536  55.7  10.0864  13.0  301.0     20.9   43.23  12.37   365.85
888  0.117267   21.0   8.91   0.0  0.1751  7.329  52.0   5.2786   5.0  239.0     11.0  369.08   2.75   188.02
889  1.004675   77.0  13.77   1.0  0.5534  5.545  50.1   5.7615   3.0  379.0     16.2  385.87  11.80   111.15
890  1.640132   49.0  11.33   0.0  0.6906  7.906  52.4  10.1582   7.0  310.0     23.0  362.52  28.13   344.95
891  0.560897   30.0   4.05   0.0  0.1740  6.438  83.0   0.4085  12.0  468.0     22.3   29.26  14.00    29.23
892  0.806321   64.0   8.00   1.0  0.8558  6.060  29.4   6.2163  20.0  339.0     22.8  377.02   4.31   341.30
893  0.082433   69.0   1.40   1.0  0.9924  5.119  21.7  10.8279   2.0  489.0     19.6   23.04  16.15   263.74
894  0.946680   79.0  15.67   0.0  0.6693  5.632   4.3   7.0766   9.0  335.0     10.8   13.51   3.63   111.91
895  0.097175   98.0  24.83   1.0  0.7111  6.541  19.2  12.4167  14.0  253.0     24.9  385.23   2.15   400.18
896  0.501723   38.0  14.81   1.0  0.5159  5.855   1.3  12.6090  17.0  320.0     10.9   16.19  15.12   134.88
897  0.189283   13.0  23.78   0.0  0.7511  6.182   3.2  10.3028   5.0  285.0     11.0  363.09  10.55   225.92
898  0.026317   22.0   8.68   0.0  0.2507  5.602  75.9   5.6897  20.0  485.0     21.2  378.34   2.59   227.17
899  0.560512   32.0   3.81   0.0  0.6134  5.518   5.5   7.9618  17.0  202.0     12.1  379.19  16.34   123.80
900  2.332477   14.0  11.32   0.0  0.1190  5.970   1.5   2.0742  24.0  428.0     19.9   90.17  21.27    45.32
901  1.719378   23.0  18.16   0.0  0.8938  5.880   3.3   2.1343  13.0  342.0     15.0   22.42  13.34   220.76
902  0.263864   44.0   2.01   1.0  0.3615  6.671  56.0   9.4143  16.0  442.0     23.6   97.68   9.92   125.43
903  0.959084   32.0  21.83   1.0  0.7159  6.642  59.7   0.2706  23.0  458.0     13.3  339.16   4.22   218.34
904  0.866725   10.0   7.95   1.0  0.4213  7.065  66.9  12.1972   7.0  388.0     14.8  387.63  29.99   148.85
905  0.864327    8.0  13.07   1.0  0.4703  5.262  28.3   5.9682  18.0  336.0     23.4   55.09  28.01    84.76
906  0.788029   94.0  23.30   0.0  0.1393  5.415  13.1   0.9772  15.0  486.0     10.4  309.83  11.17    47.39
907  0.818119   80.0  14.49   0.0  0.2963  5.410  83.4   8.6964  15.0  333.0     12.7   54.77   6.42   103.66
908  0.270335   57.0   0.67   1.0  0.5127  5.748  24.3   4.6092  20.0  291.0     21.3   11.95  13.50    78.36
909  0.627263   37.0  18.70   1.0  0.5688  5.970  41.9   7.7773  10.0  223.0     16.8   72.45   4.14   119.78
910  0.523633   21.0  14.81   1.0  0.2815  6.753  33.6   7.5552  19.0  460.0     19.4    9.71  10.62    93.45
